dataset,cid,client_name,domain,sup_type,step,metric,pseudo_mode,metric_pixels,metric_value,checkpoint
prostate,3,client4,Domain4,keypoint,2380,bg_expansion,backbone,19229706,0.0245537815294732,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_2380_dice_0.3477.pth
prostate,3,client4,Domain4,keypoint,3040,bg_expansion,backbone,19229706,0.06010871929087215,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_3040_dice_0.6842.pth
prostate,3,client4,Domain4,keypoint,3160,bg_expansion,backbone,19229706,0.014128245122416328,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_3160_dice_0.6301.pth
prostate,3,client4,Domain4,keypoint,150,bg_expansion,blended,19229706,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_150_dice_0.0036.pth
prostate,3,client4,Domain4,keypoint,450,bg_expansion,blended,19229706,0.015130600540642691,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_450_dice_0.0.pth
prostate,3,client4,Domain4,keypoint,1080,bg_expansion,blended,19229706,0.011755457935758351,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_1080_dice_0.4115.pth
prostate,3,client4,Domain4,keypoint,1530,bg_expansion,blended,19229706,0.024513843321369553,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_1530_dice_0.4183.pth
prostate,3,client4,Domain4,keypoint,2380,bg_expansion,blended,19229706,0.025365650416080205,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_2380_dice_0.3477.pth
prostate,3,client4,Domain4,keypoint,3040,bg_expansion,blended,19229706,0.060409503920652766,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_3040_dice_0.6842.pth
prostate,3,client4,Domain4,keypoint,3160,bg_expansion,blended,19229706,0.014179259942923725,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_3_iter_3160_dice_0.6301.pth
prostate,4,client5,Domain5,scribble,150,bg_expansion,backbone,26665619,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_150_dice_0.0.pth
prostate,4,client5,Domain5,scribble,450,bg_expansion,backbone,26665619,0.012505616314400952,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_450_dice_0.0521.pth
prostate,4,client5,Domain5,scribble,1080,bg_expansion,backbone,26665619,0.05234928167240371,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_1080_dice_0.3518.pth
prostate,4,client5,Domain5,scribble,1530,bg_expansion,backbone,26665619,0.09464078069967174,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_1530_dice_0.2547.pth
prostate,4,client5,Domain5,scribble,2380,bg_expansion,backbone,26665619,0.053573479768086386,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_2380_dice_0.3613.pth
prostate,4,client5,Domain5,scribble,3040,bg_expansion,backbone,26665619,0.056748954524550886,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_3040_dice_0.3834.pth
prostate,4,client5,Domain5,scribble,3160,bg_expansion,backbone,26665619,0.03951500244565859,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_3160_dice_0.5627.pth
prostate,4,client5,Domain5,scribble,150,bg_expansion,blended,26665619,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_150_dice_0.0.pth
prostate,4,client5,Domain5,scribble,450,bg_expansion,blended,26665619,0.012231180532505171,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_450_dice_0.0521.pth
prostate,4,client5,Domain5,scribble,1080,bg_expansion,blended,26665619,0.053117724362595896,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_1080_dice_0.3518.pth
prostate,4,client5,Domain5,scribble,1530,bg_expansion,blended,26665619,0.09380198524549534,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_1530_dice_0.2547.pth
prostate,4,client5,Domain5,scribble,2380,bg_expansion,blended,26665619,0.054140427042027414,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_2380_dice_0.3613.pth
prostate,4,client5,Domain5,scribble,3040,bg_expansion,blended,26665619,0.0570365533235887,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_3040_dice_0.3834.pth
prostate,4,client5,Domain5,scribble,3160,bg_expansion,blended,26665619,0.0396510952924063,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_4_iter_3160_dice_0.5627.pth
prostate,5,client6,Domain6,box,150,bg_expansion,backbone,769138,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_150_dice_0.0.pth
prostate,5,client6,Domain6,box,450,bg_expansion,backbone,769138,0.01712566535524184,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_450_dice_0.0.pth
prostate,5,client6,Domain6,box,1080,bg_expansion,backbone,769138,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_1080_dice_0.0.pth
prostate,5,client6,Domain6,box,1530,bg_expansion,backbone,769138,0.001190943627801513,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_1530_dice_0.0262.pth
prostate,5,client6,Domain6,box,2380,bg_expansion,backbone,769138,0.01161300052786366,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_2380_dice_0.4858.pth
prostate,5,client6,Domain6,box,3040,bg_expansion,backbone,769138,0.009781079598199544,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_3040_dice_0.275.pth
prostate,5,client6,Domain6,box,3160,bg_expansion,backbone,769138,0.013970184804287397,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_3160_dice_0.2994.pth
prostate,5,client6,Domain6,box,150,bg_expansion,blended,769138,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_150_dice_0.0.pth
prostate,5,client6,Domain6,box,450,bg_expansion,blended,769138,0.01668361204361246,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_450_dice_0.0.pth
prostate,5,client6,Domain6,box,1080,bg_expansion,blended,769138,0.0,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_1080_dice_0.0.pth
prostate,5,client6,Domain6,box,1530,bg_expansion,blended,769138,0.0011948440981982428,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_1530_dice_0.0262.pth
prostate,5,client6,Domain6,box,2380,bg_expansion,blended,769138,0.01216426701060148,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_2380_dice_0.4858.pth
prostate,5,client6,Domain6,box,3040,bg_expansion,blended,769138,0.009944899354862197,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_3040_dice_0.275.pth
prostate,5,client6,Domain6,box,3160,bg_expansion,blended,769138,0.01415480706973261,/data/jianbingshen/yanghongji/FedLPPA_github_official_clean/model/prostate/FedLPPA_official_clean_prostate_paper_r500_l10_20260429_054819_seed2022/client_5_iter_3160_dice_0.2994.pth
