round,slot_0_std,slot_1_std,slot_2_std,slot_3_std
11750,0.017304866367585724,0.05091119326827845,0.028037860118061798,0.02826960204884392
11800,0.04967718188464397,0.04032254952256863,0.04048163040194899,0.03821465687403199
11850,0.025733355785827867,0.017445985211503538,0.024347402325504877,0.025345169164951338
11900,0.0675812577568663,0.03224016128991912,0.06672212826341797,0.06430519108128052
11950,0.09857847635259938,0.08403024693525542,0.07862532925209283,0.09059667543569135
12000,0.04479979464238647,0.061799236241235206,0.05267305193360263,0.07037611526647378
12050,0.0340677325338802,0.03268323117441113,0.024603446912983554,0.032172870558904124
12100,0.05582516995048023,0.056536940136516056,0.059942539152091315,0.06316440136659256
12150,0.059921034704016926,0.07471737682761623,0.08599289738112097,0.08398074541226697
12200,0.10352747654608413,0.08063700391259587,0.09380598275163476,0.10153769743302238
12250,0.08952532602565601,0.08167067037804943,0.08772390780169338,0.09003691243040268
12300,0.05267661340671021,0.038456292072949524,0.03278276376390496,0.03813521207493147
12350,0.08561825506280771,0.08512986315036576,0.07508015450170571,0.08076943976529737
12400,0.07253626403392993,0.05070948629201443,0.05435007267704432,0.05152138973280903
12450,0.06486813085021026,0.07189333766073182,0.07217208878784097,0.06418889000442367
12500,0.037806475635795526,0.03481675458741093,0.025866920960949332,0.040429128113279915
12550,0.08499041357706176,0.08273053607949123,0.08825026685512062,0.09210602586150375
12600,0.04296819288729745,0.050643088373439483,0.03767495719971027,0.06139135444018156
12650,0.0270498354893334,0.037529668263921546,0.0413615763722806,0.04150886170446017
12700,0.05568919464312623,0.025204015553082007,0.042842847711140775,0.06918790067634659
12750,0.029779764941987034,0.017417761050146485,0.018900751307818427,0.02863682943344112
12800,0.04078316319267058,0.027850673241413753,0.03324830221229348,0.045889109819215276
12850,0.05202297184898226,0.048293328731823806,0.04852111293035229,0.054458769725361955
12900,0.033421908981983654,0.03381364221730631,0.03360273798368222,0.024478807160480672
12950,0.06068124586723644,0.06168081063021141,0.06508881931637722,0.05523683553571837
13000,0.06968889151077093,0.054463220617220205,0.050160462517803796,0.07442866652036699
13050,0.03876959633527282,0.022154042520497234,0.032764090098765145,0.044296428749956825
13100,0.025447231676549803,0.04087040004697775,0.026663053088496834,0.02319436138375014
13150,0.025895281423456276,0.013430026061032056,0.019363057609788792,0.030536561692502316
13200,0.035226319705583785,0.04699025430873938,0.03490550672888162,0.04260208445604511
13250,0.04965333422842822,0.05260313298654368,0.04516244457511131,0.0611108631914163
13300,0.03362133846235156,0.021647577231644198,0.034757698427830344,0.04019953233558818
13350,0.08503847599763299,0.03264181367510084,0.04552034270521259,0.07224492784964215
13400,0.04615134234234146,0.10136416329255621,0.06353408534007553,0.0849687095347458
13450,0.07973995234510738,0.042517638692664964,0.05807214822959454,0.057268225046704556
13500,0.056701287463337205,0.03570262735429987,0.030820162231889704,0.041750324549636744
13550,0.048054743782482076,0.054606204775647975,0.04535414424283629,0.07416482724310763
13600,0.05416063515137172,0.07081160921769819,0.07243326859944951,0.07260965775983247
13650,0.04047969367473031,0.049483961037895895,0.0390821493779449,0.039475795115488176
13700,0.01265021738943644,0.01334307310929532,0.015434714121097292,0.02197003413743365
13750,0.04278537133179985,0.03950015696171346,0.023502884929301755,0.04763606196989838
13800,0.07015044974909285,0.059862088169391474,0.0767259017542316,0.07316797113491669
13850,0.05210030326207324,0.033798023610856306,0.025749376691485158,0.04304924621872025
13900,0.022633461953488254,0.01095507188474817,0.021258447732607388,0.03051469154358275
13950,0.03570840797347315,0.04854457745206975,0.03514846227077367,0.050012574418839904
14000,0.08515156839424626,0.08796912185534196,0.11284366176263513,0.09416389116853656
14050,0.037177272627238286,0.03676835595998276,0.03670102995829953,0.03622747024013684
14100,0.019977327148545165,0.024775148839108915,0.02917978752492896,0.022311521687235946
14150,0.03957678107173447,0.03586973097194904,0.04321626545642277,0.0521142053570809
14200,0.05219687346958627,0.04536926713095551,0.05251087506412362,0.05780687156385476
14250,0.04838878382435334,0.06761369683725332,0.050823435539129,0.03690512159578939
14300,0.03340649038734839,0.0525901131392584,0.06899865505935605,0.04172497573396538
14350,0.06991519434286085,0.05432125182651813,0.07064582082473102,0.0781502296861628
14400,0.025883508262984748,0.009340535316565111,0.008479009376100494,0.03580722832055002
14450,0.030380059249448473,0.042361397521800445,0.02871072273559131,0.01646907404804533
14500,0.013500014814806682,0.03082514557954269,0.02686916448273001,0.024995471589870033
14550,0.04228023651778689,0.019947069960272353,0.017572524007666065,0.03725014899299061
14600,0.0835873818228565,0.03456258092214758,0.048439364157676544,0.0946952079040962
14650,0.030858684353030987,0.039659934442709294,0.03723082593765547,0.03802457100349721
14700,0.013906056234605118,0.03855492705219398,0.03628564454436494,0.007462814482485807
14750,0.07164803974987731,0.049741813396779175,0.07069230226835169,0.059143642092789654
14800,0.011296300279294989,0.014896899006169036,0.016463608352970505,0.008683455533369196
14850,0.061988676385288315,0.0353792368487507,0.027356271675796757,0.05550711666083908
14900,0.1028028910099322,0.06323529394254446,0.09042201944216907,0.07193596040924177
14950,0.04815460102627786,0.049540504640142695,0.051627767722418526,0.03827879830924686
15000,0.0557018635235842,0.06846114226333065,0.05876417275857801,0.09377295132392922
15050,0.024228792788746185,0.03003400739162191,0.035469051298279736,0.02890808883340439
15100,0.03197152483069896,0.030448553331808726,0.056380365376609586,0.03236117426794028
15150,0.05583936246054391,0.04565704326826257,0.04268116212101071,0.051786585135534864
15200,0.0704018067949964,0.049426405898062215,0.05663618631228626,0.07937053861477822
15250,0.05418595389951163,0.06615340958711048,0.07431907964984497,0.06057822711172718
15300,0.028575374013300337,0.018712306111219955,0.0191807611944886,0.03435686830897135
15350,0.04784757465117746,0.030891552243291372,0.018637317403532083,0.038931272776522474
15400,0.030621365090407065,0.016099490675173547,0.021703695537857146,0.04229957919412439
15450,0.054351206058375574,0.06425964207805705,0.08503882877838806,0.0540817381377485
15500,0.08110986129935126,0.06770750032308089,0.06092768172185776,0.11883274969468645
15550,0.04143705587997294,0.013100320606763803,0.031628619950924204,0.046446545619669065
15600,0.08203196937779807,0.05644960230152201,0.043903649051075466,0.06619865859668156
15650,0.0688997648762316,0.04095409137070434,0.07008039383450979,0.05663742932019426
15700,0.0689450679889432,0.04579148392441547,0.03113512485923254,0.11663950274242427
15750,0.0400600748875985,0.04339227581033288,0.03638666788811529,0.031187715530317375
15800,0.0603901316441685,0.036079301545345915,0.034345107366261056,0.04776640660547955
15850,0.09517831685841055,0.08362211669169825,0.1027344654923556,0.08862002031143977
15900,0.03820174865107616,0.05913126415019384,0.04604681965130708,0.04798180488476854
15950,0.039161583216208204,0.027726911115376694,0.020468746908396722,0.027640723579530253
16000,0.08590223745630846,0.10186337123814428,0.060506019535249554,0.09562439856020011
16050,0.04993092829099014,0.05985814564451525,0.05945569779255812,0.05276572372288661
16100,0.04344502733340147,0.06023067656933633,0.050793172769576025,0.05019223047444693
16150,0.019564191779881945,0.044734666646796414,0.025610201092533428,0.016561231838241996
16200,0.05885917430613516,0.04364925658015266,0.04354124481454337,0.05723518498266603
16250,0.02022321438347524,0.03083837868630579,0.03978434868135961,0.026558268015817597
16300,0.057575564261238464,0.07322474991421957,0.06425596937250266,0.05749596159731569
16350,0.04630466931098849,0.05022818332370781,0.05822413932382342,0.04234035427343515
16400,0.08187352197139196,0.048423506688384306,0.048110306588089825,0.0734774359922827
16450,0.06323687531812432,0.09464428139090075,0.0714434209707234,0.06527279984802245
16500,0.04702358557149805,0.043665116511925166,0.043178994893350635,0.03422563951192147
16550,0.05995388227629635,0.051373534042345195,0.03450431857028915,0.08574153252654167
16600,0.06421791027431523,0.0503852915045651,0.057681033277846204,0.08056954759709156
16650,0.06293505859217102,0.057501895620927154,0.048845527942688885,0.10529132157970096
16700,0.022068710882151676,0.03994073609737306,0.038162672862366444,0.03811049199367544
16750,0.03978059828609921,0.050376280132617975,0.0468560775140216,0.034824278887006406
16800,0.06485641371522172,0.05437504574710719,0.04354865784384176,0.07712397811316528
16850,0.06816859687568755,0.07952922481704446,0.07976283846503959,0.07762388807577213
16900,0.02644529447746802,0.03751769715747488,0.03633554733315571,0.03926287814208225
16950,0.020190156017227793,0.03095799735124996,0.032101750731073846,0.029704437378950652
17000,0.044533699599292216,0.044270911443068356,0.05137421142947111,0.037777845359416674
17050,0.045072474970873286,0.03153772344352077,0.02057497509111493,0.04860257606341458
17100,0.022366761052955347,0.07137250450979005,0.06943212512951047,0.03178049716414141
17150,0.0307650060945874,0.03488619211091977,0.04429426147933837,0.0538125858884332
17200,0.02716200287165878,0.04821489396441727,0.04452383631269885,0.04562032003394977
17250,0.039617672824132415,0.02733374471235143,0.03495507974529595,0.04331881808175287
17300,0.03309830207125434,0.038134656154212285,0.044977861220827295,0.031799660375544894
17350,0.011763910914317562,0.016327032798399095,0.014649368587075688,0.01230177223004881
17400,0.08357105719087202,0.0373498380183904,0.04959820964510715,0.07700071168502275
17450,0.06526637725506143,0.07935606845100127,0.08618945179080792,0.08248016488829298
17500,0.04990274541545786,0.02983109786782914,0.011986592509967116,0.06894732482119954
17550,0.024195173072329948,0.04526794009009025,0.04842766151694711,0.034883749798437676
17600,0.03564528580331487,0.048867682572432264,0.03601229789946762,0.04014495734211208
17650,0.04370805875350678,0.024113448529814237,0.025642854755272462,0.06907474212764027
17700,0.023975370695778618,0.02579136289535703,0.025886397972680553,0.025232154089573886
17750,0.025442719980379464,0.04145868304710123,0.044720527724972134,0.016513751845053253
